ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
498	Mouse	mmu-miR-124	miRNA	macrophage colony stimulating factor (M-CSF)	osteoporosis	bone marrow monocytes (BMMs) from OVX mice	co-cultured with RANKL (50 ng/ml) containing M-CSF (20ng/ml)	downregulated	29045940
499	Mouse	mmu-miR-124	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	mouse brain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	30995872
500	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	parkinson's disease (PD)	immortalized murine microglial cell line BV2 cells	lipopolysaccharide (LPS) treatment	downregulated	30995872
501	Mouse	mmu-miR-124	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	brian tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated in the expression of brain-enriched miR-124	24792712
502	Mouse	mmu-miR-124	miRNA	lipopolysaccharide (LPS)	parkinson's disease (PD)	BV2 cells	lipopolysaccharide (LPS) treatment	Brain-specific miR-124 was downregulated in the LPS- stimulated BV2 cells.	29329581
503	Mouse	mmu-miR-124	miRNA	docosahexaenoic acid (DHA)	spinal cord injury (SCI)	BV-2 mouse microglial cells	Docosahexaenoic acid (DHA) treatment	upregulated	30972415
504	Mouse	mmu-miR-124	miRNA	H2O2	spinal cord injury (SCI)	BV-2 cells	H2O2 treatment	downregulated	30720072
505	Mouse	mmu-miR-124	miRNA	nicotine	ulcerative colitis (UC)	ulcerative colon	Nicotine treatment	upregulated	27709266
506	Mouse	mmu-miR-124-3p	miRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	lung tissues	lipopolysaccharide (LPS) treatment	downregulated	32391561
507	Mouse	mmu-miR-124-3p	miRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	serum	lipopolysaccharide (LPS) treatment	downregulated	32934950
508	Mouse	mmu-miR-124-3p	miRNA	myostatin	adipogenesis	3T3-L1 cells	myostatin treatment	upregulated	30576242
509	Mouse	mmu-miR-124-3p	miRNA	myostatin	adipogenesis	3T3-L1 cells	myostatin treatment	upregulated	30576242
510	Mouse	mmu-miR-124-3p	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	downregulated	30673982
511	Mouse	mmu-miR-124-3p	miRNA	rosiglitazone	liver fibrosis	TGF-¦Â1 treated primary mouse hepatic stellate cells (HSCs)	Rosiglitazone (RGZ) treatment	upregulated	30673982
512	Mouse	mmu-miR-124-3p	miRNA	rosiglitazone	liver fibrosis	carbon tetrachloride (CCl4) treated mouse liver tissues	Rosiglitazone (RGZ) treatment	upregulated	30673982
513	Mouse	mmu-miR-124-3p	miRNA	TGF-¦Â1	liver fibrosis	Primary mouse hepatic stellate cells (HSCs)	TGF-¦Â1 treatment	downregulated	30673982
514	Mouse	mmu-miR-124-3p	miRNA	repetitive traumatic brain injury (rTBI) mouse model brain extracts	nerve injury	BV2 microglia	repetitive traumatic brain injury (rTBI) mouse model brain extracts treatment	upregulated	31190315
515	Mouse	mmu-miR-124-3p	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	"In response to high-fat diet (HFD), expression of miR-124-3p was increased in the liver."	33324345
516	Mouse	mmu-miR-124-3p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	substantia nigra (SN) area	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	"?HOXA11-AS promoted MPTP-mediated SH-SY5Y neuronal injury and LPS-induced microglia activation, while miR-124-3p had the opposite effects."	33839699
517	Mouse	mmu-miR-124-3p	miRNA	lipopolysaccharide (LPS)	parkinson's disease (PD)	BV2 cells	lipopolysaccharide (LPS) treatment	downregulated	33839699
518	Mouse	mmu-miR-124-3p	miRNA	hypoxia	pulmonary hypertension (PH)	pulmonary arterial smooth muscle cells (PASMCs)	hypoxia treatment	downregulated	33657879
519	Mouse	mmu-miR-124-3p	miRNA	lipopolysaccharide (LPS)	severe community-acquired pneumonia (SCAP)	Ana-1 macrophages	lipopolysaccharide (LPS) treatment	downregulated	30535475
520	Mouse	mmu-miR-124-3p	miRNA	lipopolysaccharide (LPS)	severe community-acquired pneumonia (SCAP)	Ana-1 macrophages	lipopolysaccharide (LPS) treatment	downregulated	30535475
521	Mouse	mmu-miR-1244	miRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	mice	injected into the tumour centre at a concentration of 150 mg/kg treatment	dysregulated	24896104
522	Mouse	mmu-miR-124-5p	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	mouse Alveolar Type 2 Epithelial Cells.	lipopolysaccharide (LPS) treatment	MiR-124-5p is increased in the LPS-induced ALI cell model.	32190682
523	Mouse	mmu-miR-124-5p	miRNA	tanshinone IIA (Tan IIA)	acute myocardial infarction (AMI)	H9c2 cells	Tanshinone IIA (TSA) treatment	"TSA exerts the protective role against H/R induced apoptosis, oxidative and MMP loss of cardiomyocytes via regulating AK003290 and miR-124-5p signaling"	32220226
524	Mouse	mmu-miR-124-5p	miRNA	chronic unpredictable mild stress (CUMS)	major depressive disorder (MDD)	nucleus accumbens (NAc) tissues	chronic unpredictable mild stress (CUMS) induce	downregulated	30936699
525	Mouse	mmu-miR-1246	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	lung tissues	lipopolysaccharide (LPS) treatment	"In ALI mice, miRNA-1246 expression is effectively upregulated."	30253370
526	Mouse	mmu-miR-1246	miRNA	alcohol	alcoholic hepatitis (AH)	sera	alcohol exposure	upregulated	26264599
527	Mouse	mmu-miR-1247	miRNA	carbon tetrachloride (CCl4)	acute kidney injury (AKI)	mouse liver	carbon tetrachloride (CCl4) treatment	upregulated	28285099
528	Mouse	mmu-miR-1247-3p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	stroke	neuro2a (N2a) cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	30779911
529	Mouse	mmu-miR-1249	miRNA	chronic intermittent hypoxia (CIH)	obstructive sleep apnoea-hypopnoea syndrome (OSAHS)	mouse aortic endothelial cells (MAECs)	chronic intermittent hypoxia (CIH) treatment	upregulated	29108914
530	Mouse	mmu-miR-1249-5p	miRNA	Sphingosine-1-phosphate (S1P)	liver disease	liver tissues; liver macrophages	sphingosine 1-phosphate (S1P) treatment	downregulated	32672363
531	Mouse	mmu-miR-1249-5p	miRNA	X-rays	radiation-induced injury	bone marrow stem cells	X-ray treatment	"mmu-circRNA_016901 affects the expression of TGF-¦Â3 through miRNA1249-5p, and thus participates in the regulation of the radiation damage mechanism of bone marrow mesenchymal stem cells"	32552977
532	Mouse	mmu-miR-124a	miRNA	duloxetine	depression	frontal lobe and hippocampus	duloxetine treatment	downregulated	26823914
533	Mouse	mmu-miR-124a	miRNA	neurotoxicant sodium valproate (VPA)	developmental toxicity	murine embryonic stem cells (mESCs)	neurotoxicant sodium valproate (VPA) treatment	downregulated	24896083
534	Mouse	mmu-miR-124a	miRNA	exenatide (EXA)	insulin sensitivity	pancreas	exenatide treatment	"The levels of miRNA-15a, 29c, 124a, and 375 in the pancreas were significantly increased in HFD control mice.These effects were reversed by treatment with exenatide."	26314504
535	Mouse	mmu-miR-124a	miRNA	exenatide (EXA)	insulin sensitivity	liver	exenatide treatment	"the levels of miRNA-29c, 124a, and 146a in the liver were significantly increased. These effects were reversed by treatment with exenatide."	26314504
536	Mouse	mmu-miR-124a	miRNA	exenatide (EXA)	insulin sensitivity	muscle	exenatide treatment	"The levels of miRNA-15a, 29c, 124a, and 146a in the muscle were significantly increased. These effects were reversed by treatment with exenatide."	26314504
537	Mouse	mmu-miR-124a	miRNA	exenatide (EXA)	insulin sensitivity	serum	exenatide treatment	"the levels of miRNA-15a, 29c, 124a, and 375 in the serum were significantly decreased. These effects were reversed by treatment with exenatide."	26314504
538	Mouse	mmu-miR-124a	miRNA	high fat diet (HFD)	insulin sensitivity	pancreas	high fat diet (HFD) feed	upregulated	26314504
539	Mouse	mmu-miR-124a	miRNA	high fat diet (HFD)	insulin sensitivity	liver	high fat diet (HFD) feed	upregulated	26314504
540	Mouse	mmu-miR-124a	miRNA	high fat diet (HFD)	insulin sensitivity	muscle	high fat diet (HFD) feed	upregulated	26314504
541	Mouse	mmu-miR-124a	miRNA	high fat diet (HFD)	insulin sensitivity	serum	high fat diet (HFD) feed	downregulated	26314504
542	Mouse	mmu-miR-124a	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high fat diet (HFD) feed	upregulated	30861258
543	Mouse	mmu-miR-124a	miRNA	liraglutide	nonalcoholic fatty liver disease (NAFLD)	high fat diet-fed mice liver tissues	liraglutide treatment	downregulated	30861258
544	Mouse	mmu-miR-124a	miRNA	bone morphogenetic proteins (BMPs)	osteogenesis	pluripotent stem (iPS) cells	bone morphogenetic proteins (BMPs) treatment	downregulated	22937097
545	Mouse	mmu-miR-125	miRNA	xanthomicrol	breast cancer	4T1 cells	xanthomicrol treatment	downregulated	33217075
546	Mouse	mmu-miR-125	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	hepatic tissue	carbon tetrachloride (CCl4) treatment	Exos delivery of mmu_circ_0000623 inhibited liver fibrosis protein expression by promoting miR- 125/ATG4D-mediated autophagy.	32633558
547	Mouse	mmu-miR-125a	miRNA	pristane (PS)	"acute ""SLE-like"" lung inflammation"	lung tissues	pristane treatment	downregulated	30089723
548	Mouse	mmu-miR-125a	miRNA	candida albicans (C. albicans)	Alzheimer's disease (AD)	mouse macrophages	candida albicans infection	upregulated	21060679
549	Mouse	mmu-miR-125a	miRNA	histone deacetylase inhibitors (HDIs) short-chain fatty acid (SCFA) butyrate	antibody-mediated systemic autoimmunity	B cells	SCFA HDI butyrate treatment	upregulated	32265934
550	Mouse	mmu-miR-125a	miRNA	mycobacterium tuberculosis (Mtb)	autophagy	lungs tissues;spleens tissues;liver tissues	M. tuberculosis treatment	upregulated	25917095
551	Mouse	mmu-miR-125a	miRNA	bilobalide (BB)	inflammation	IL-17-treated ATDC5 cells	bilobalide (BIL) treatment	downregulated	31593333
552	Mouse	mmu-miR-125a	miRNA	IL-17	inflammation	ATDC5 cells	?interleukin (IL)-17 treatment	upregulated	31593333
553	Mouse	mmu-miR-125a	miRNA	high fat diet (HFD)	obesity	liver tissues	high fat diet (HFD) feed	miR-125a levels was downregulated in livers of mice fed chow or HF diet.	31988048
554	Mouse	mmu-miR-125a	miRNA	high fat diet (HFD)	obesity	BALB/c and C57BL/6J mice adipose tissue	high fat diet (HFD) feed	upregulated	24675842
555	Mouse	mmu-miR-125a	miRNA	bone morphogenetic protein 9 (BMP9)	osteogenesis	The conditionally immortalized mouse multipotent adipose-derived cells iMADs	bone morphogenetic protein 9 (BMP9) treatment	downregulated	31825894
556	Mouse	mmu-miR-125a-3p	miRNA	MOG 35-55 peptide	experimental autoimmune encephalomyelitis (EAE)	oligodendrocyte precursor cells (OPCs)	MOG35-55 treatment	miR-125a-3p is upregulated in OPCs isolated from the spinal cord of chronic experimental autoimmune encephalomyelitis (EAE) mice.	32163190
557	Mouse	mmu-miR-125a-3p	miRNA	Legionella pneumophila (L. pneumophila)	Legionella pneumophila (L. pneumophila) infection	WT and MyD88-/- murine bone marrow-derived macrophages (BMM)	infected with L. pneumophila	downregulated	28445535
558	Mouse	mmu-miR-125a-3p	miRNA	urocortin 1 (Ucn-1)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	I/R mosue	administration of Ucn-1 at the beginning of reperfusion treatment	upregulated	28827743
559	Mouse	mmu-miR-125a-3p	miRNA	silica	lung fibrosis	lung tissues	silica treatment	downregulated	30658076
560	Mouse	mmu-miR-125a-3p	miRNA	TGF-¦Â1	lung fibrosis	NIH/3T3 cells	TGF-¦Â1 treatment	downregulated	30658076
561	Mouse	mmu-miR-125a-5p	miRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	RAW264.7 macrophages	lipopolysaccharide (LPS) treatment	downregulated	32388658
562	Mouse	mmu-miR-125a-5p	miRNA	inorganic nitrite	acute myocardial infarction (AMI)	heart tissues	single-dose of nitrite	downregulated	28090786
563	Mouse	mmu-miR-125a-5p	miRNA	ischemia/reperfusion (I/R) 	acute myocardial infarction (AMI)	heart tissues	ischemia/reperfusion (I/R) treatment	upregulated	28090786
564	Mouse	mmu-miR-125a-5p	miRNA	folate	apoptosis	mouse embryonic stem cells (mESCs)	folate deficiency induced	upregulated	22828209
565	Mouse	mmu-miR-125a-5p	miRNA	histone deacetylase inhibitor (HDACi)	B cell differentiation	B cells of C57BL/6J	"stimulated with LPS and IL-4 and treated with HDI (VPA, 500 ?M) or nil for 60 h"	upregulated	28994753
566	Mouse	mmu-miR-125a-5p	miRNA	high glucose (HG)	diabetic nephropathy (DN)	Mouse podocytes (MPC5)	high glucose treatment	downregulated	30095204
567	Mouse	mmu-miR-125a-5p	miRNA	echinococcus multilocularis metacestodes	echinococcus multilocularis infection	RAW 264.7 cells	E. multilocularis metacestodes treatment	upregulated	30322806
568	Mouse	mmu-miR-125a-5p	miRNA	myelin oligodendrocyte glycoprotein	experimental autoimmune encephalomyelitis (EAE)	spinal ventral horn of EAE mice	myelin oligodendrocyte glycoprotein 35-55 peptides treatment	upregulated	31428926
569	Mouse	mmu-miR-125a-5p	miRNA	myelin oligodendrocyte glycoprotein	experimental autoimmune encephalomyelitis (EAE)	lumbosacral spinal cord	myelin oligodendrocyte glycoprotein 35-55 peptides treatment	upregulated	31428926
570	Mouse	mmu-miR-125a-5p	miRNA	high fat diet (HFD)	hepatocellular carcinoma (HCC)	plasma and hepatic tissues	high fat diet (HFD) feed	upregulated	26728044
571	Mouse	mmu-miR-125a-5p	miRNA	E. multilocularis metacestodes	infection and immunity of E. multilocularis	RAW264¡¤7 macrophage cells	E. multilocularis metacestodes for 6 and 12 h treatment	"upregulated (mmu-miR-378d,mmu-miR-155-5p, mmu-miR-146a-5p, mmu-miR-21a-5p , mmu-miR-125a-5p) and downregulated(mmu-miR-1981-5p , mmu-miR-let-7c-1-3p)"	28942753
572	Mouse	mmu-miR-125a-5p	miRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	mice	injected into the tumour centre at a concentration of 150 mg/kg treatment	dysregulated	24896104
573	Mouse	mmu-miR-125a-5p	miRNA	gefitinib	nasopharyngeal carcinoma (NPC)	NPC tumor bearing-mice serum	geftinib treatment	upregulated	24602316
574	Mouse	mmu-miR-125a-5p	miRNA	high fat diet (HFD)	obesity	obesity	high fat diet (HFD) feed	downregulated	29393878
575	Mouse	mmu-miR-125a-5p	miRNA	macrophage colony-stimulating factor (M-CSF) and receptor activator of NF-¦ÊB ligand (RANKL)	osteoclastogenesis	RAW 264.7 osteoclast precursor cell	RANKL plus M-CSF treatment	upregulated	30976285
576	Mouse	mmu-miR-125a-5p	miRNA	paraquat (PQ)	paraquat (PQ)-induced acute lung injury and pulmonary fibrosis	MLE-12 cells	paraquat (PQ) treatment	downregulated	32741895
577	Mouse	mmu-miR-125a-5p	miRNA	anandamide (AEA)	pro-inflammatory activity	mouse	anandamide treatment	AEA differentil regulate the expression of miRNA	24699635
578	Mouse	mmu-miR-125a-5p	miRNA	triptolide (TPL)	systemic lupus erythematosus (SLE)	MRL/lpr mice serum	triptolide (TPL) treatment	upregulated	30861393
579	Mouse	mmu-miR-125a-5p	miRNA	dioscin	type 2 diabetes mellitus (T2DM)	high-fat diet-induced T2DM KK-Ay mice tissues	dioscin treatment	upregulated	31881477
580	Mouse	mmu-miR-125a-5p	miRNA	high fat diet (HFD)	type 2 diabetes mellitus (T2DM)	liver tissues	streptozotocin treatment	downregulated	31881477
581	Mouse	mmu-miR-125a-5p	miRNA	palmitic acid (PA)	type 2 diabetes mellitus (T2DM)	AML12 cells	palmitic acid treatment	downregulated	30555566
582	Mouse	mmu-miR-125a-5p	miRNA	dioscin	type 2 diabetes mellitus (T2DM)	AML12 cells	dioscin treatment	Dioscin was found to markedly elevate miR-125a-5p level and decrease STAT3 expression.	31881477
583	Mouse	mmu-miR-125b	miRNA	amyloid-¦Â (A¦Â)	Alzheimer's disease (AD)	Mouse primary hippocampal neurons	amyloid-¦Â (A¦Â) treatment	upregulated	30706990
584	Mouse	mmu-miR-125b	miRNA	melatonin	Alzheimer's disease (AD)	A¦Â-treated mouse primary hippocampal neurons	melatonin treatment	downregulated	30706990
585	Mouse	mmu-miR-125b	miRNA	epigallocatechin-3-gallate (EGCG)	Alzheimer's disease (AD)	AD mouse serum	EGCG treatment groups (2 mg/kg/day)	upregulated	28731435
586	Mouse	mmu-miR-125b	miRNA	estradiol-17¦Â (E2)	Alzheimer's disease (AD)	Primary cortical neurons	estradiol-17¦Â (E2) treatment	upregulated	27235580
587	Mouse	mmu-miR-125b	miRNA	ethanol (EtOH)	apoptosis	neural crest cells (NCCs)	ethanol treatment	downregulated	26024858
588	Mouse	mmu-miR-125b	miRNA	alcohol	brain injury and neurodegeneration	cerebral cortex	chronic alcohol administration	upregulated	30374194
589	Mouse	mmu-miR-125b	miRNA	androgen receptor (ASC-J9 ?)	cardiac fibrosis	cardiac fibroblasts (CFs)	androgen receptor (ASC-J9 ?) treatment	ASC-J9 ? attenuates the expression of miR-125b.	30340830
590	Mouse	mmu-miR-125b	miRNA	interleukin-1 receptor antagonist protein (IRAP)	cartilage impact injury	porcine knee joint	Interleukin-1 Receptor Antagonist Protein (IRAP) treatment	upregulated	26521750
591	Mouse	mmu-miR-125b	miRNA	oxyELITE pro-new formula (OEP-NF)	drug-induced liver injury (DILI)	female B6C3F1 mice liver	administering 10X and 3X mouse-equivalent doses (MED) of OEP-NF treatment	upregulated in the liver	28843594
592	Mouse	mmu-miR-125b	miRNA	cocaine	effects of cocaine action	dopaminergic neuronal cells and nucleus accumbens (NAc) of mice	acute and chronic cocaine exposure	downregulated	28828398
593	Mouse	mmu-miR-125b	miRNA	cyclophosphamide	embryonic maldevelopment	the fore- and hindlimbs of mice	cyclophosphamide treatment	downregulated	20170545
594	Mouse	mmu-miR-125b	miRNA	estrogen (ES)	hepatic steatosis	liver	estrogen treatment	upregulated	26272872
595	Mouse	mmu-miR-125b	miRNA	ganoderma lucidum polysaccharides (GLPs)	hepatocellular carcinoma (HCC)	mouse hepatoma H22 cell line	Ganoderma lucidum polysaccharides (GLPS) treatment	upregulated	25889022
596	Mouse	mmu-miR-125b	miRNA	aluminum-sulfate	inflammatory neurodegeneration	C57BL/6J mice blood	serum exposure to a standard mouse diet that included aluminum-sulfate	upregulated	29354323
597	Mouse	mmu-miR-125b	miRNA	¦Ã-rays	irradiation-induced tumors	bone marrow (BM)	low-power long-term ¦Ã-irradiation	downregulated	32483710
598	Mouse	mmu-miR-125b	miRNA	hypoxia	ischemic injury	bone marrow mesenchymal stem cells (BM-MSCs)	hypoxia treatment	upregulated	30613290
599	Mouse	mmu-miR-125b	miRNA	ultraviolet (UV) irradiation	ischemic tolerance	mouse embryonic fibroblast cells	ultraviolet radiation (UV) treatment	UV radiation induces upregulated of miR-125b	22854965
600	Mouse	mmu-miR-125b	miRNA	isoniazid (INH)	liver damage	liver tissues	isoniazid (INH) treatment	upregulated	29554950
601	Mouse	mmu-miR-125b	miRNA	ischemia/reperfusion (I/R) 	myocardial ischemia/reperfusion (I/R) injury (MIRI)	heart tissues	ischemia/reperfusion (I/R) treatment	upregulated	24576954
602	Mouse	mmu-miR-125b	miRNA	retinoic acid (RA)	cell differentiation	Neuro-2A cells	retinoic acid? treatment	downregulated	31823894
603	Mouse	mmu-miR-125b	miRNA	streptozocin (STZ)	nonalcoholic steatohepatitis-hepatocellular carcinoma (NASH-HCC)	high fat dietmouse liver	STZ treatment	upregulated in liver	28345673
