ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
377	Human	GABPB1-AS1	lncRNA	mercury II chloride	heavy metal stress	human HepG2 cells	mercury II chloride treatment	upregulated	31889167
378	Human	GABPB1-AS1	lncRNA	H2O2	oxidative stress	human HepG2 cells	H2O2 treatment	upregulated	31889167
379	Human	GABPB1-AS1	lncRNA	N-retinylidene-N-retinylethanolamine (A2E)	retinitis pigmentosa	human retinal pigment epithelium cells	N-retinylidene-N-retinylethanolamine (A2E) treatment	downregulated	32326576
380	Human	GACAT3	lncRNA	IL-6	gastric cancer (GC)	gastric cancer SGC-7901 cells	IL-6 treatment	upregulated	27644247
381	Human	GAEA	lncRNA	connective tissue growth factor (CTGF)	epithelial-mesenchymal transition (EMT)	MDA-MB-231 cells	CTGF treatment	upregulated	30631154
382	Human	GAEA	lncRNA	high glucose (HG)	epithelial-mesenchymal transition (EMT)	MDA-MB-231 cells	high glucose treatment	upregulated	30631154
383	Human	GAEA	lncRNA	IL-6	epithelial-mesenchymal transition (EMT)	MDA-MB-231 cells	IL-6 treatment	upregulated	30631154
384	Human	GAEA	lncRNA	sonic hedgehog(SHH)	epithelial-mesenchymal transition (EMT)	MDA-MB-231 cells	SHH treatment	upregulated	30631154
385	Human	GAEA	lncRNA	TGF-¦Â	epithelial-mesenchymal transition (EMT)	MDA-MB-231 cells	TGF-¦Â treatment	upregulated	30631154
386	Human	GAPLINC	lncRNA	hypoxia	angiogenesis	human umbilical vein endothelial cells (HUVEC)	hypoxia induce	upregulated	31589383
387	Human	GAPLINC	lncRNA	hypoxia-inducible factor 1¦Á (HIF-1¦Á)	angiogenesis	human umbilical vein endothelial cells (HUVEC)	hypoxia-inducible factor 1¦Á (HIF-1¦Á) treatment	upregulated	31589383
388	Human	GAS5	lncRNA	C-terminal Hsp90 inhibitor KU758	adrenocortical carcinoma	NCI-H295R and SW13 cells	C-terminal Hsp90 inhibitor KU758 treatment	upregulated	31561992
389	Human	GAS5	lncRNA	ovalbumin (OVA)	allergic rhinitis (AR)	nasal epithelial cells secreted exosomes	ovalbumin (OVA) treatment	upregulated	31841965
390	Human	GAS5	lncRNA	amygdalin	anti-cancer therapy	"human cancer cells (A549, MCF7, AGS)"	amygdalin treatment	upregulated	30725348
391	Human	GAS5	lncRNA	2-o-methylmagnolol (MM1)	apoptosis	A375 (melanoma) and A431 (squamous cell carcinoma) cells	2-O-methylmagnolol (MM1) treatment	upregulated	28252643
392	Human	GAS5	lncRNA	TGF-¦Â1	asthma	human bronchial epithelial cells BEAS-2B	TGF-¦Â1 treatment	"TGF-¦Â1, GAS5, HDAC4 were upregulated, while miR-217 was downregulated in bronchial mucosal tissues of asthmatic children and TGF-¦Â1-treated BEAS-2B cells"	33864612
393	Human	GAS5	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	GAS5 was enriched in atherosclerotic plaques and THP-1 macrophage exposed to oxidized low-density lipoprotein (ox-LDL).	29859752
394	Human	GAS5	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	"We found that the abundance of GAS5 was markedly increased, and miR-135a was decreased in AS patient serums and ox-LDL-induced human THP-1 cells dose and time dependently. Interference of GAS5 suppressed inflammation and oxidative stress induced by ox-LDL in THP-1 cells."	33128668
395	Human	GAS5	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	GAS5 knockdown suppresses inflammation and oxidative stress induced by oxidized low-density lipoprotein in macrophages by sponging miR-135a	33128668
396	Human	GAS5	lncRNA	adriamycin (ADR)	breast cancer	MCF-7 cells	adriamycin (ADR) treatment	downregulated	32160712
397	Human	GAS5	lncRNA	bharangin	breast cancer	MCF 7 cells	bharangin treatment	upregulated	30251663
398	Human	GAS5	lncRNA	chemotherapeutic agents£¨rapamycin; temsirolimus and everolimus; BEZ235 and AZD8055; and imatinib £©	breast cancer	breast cancer cell	chemotherapeutic agents treatment	downregulated	24789445
399	Human	GAS5	lncRNA	dendrosomal curcumin (DNC)	breast cancer	MCF7 cells; MDA-MB231 cells; SKBR3 cells	dendrosomal curcumin (DNC) treatment	"GAS5 was upregulated in DNC treatment of MCF7, MDA-MB231, and SKBR3 cells."	29655698
400	Human	GAS5	lncRNA	tamoxifen (TAM)	breast cancer	MCF-7?cells	tamoxifen treatment	lncRNA GAS5 was downregulated in MCF-7R cells	29969658
401	Human	GAS5	lncRNA	high glucose (HG)	cell damage	human renal tubular epithelial HK-2	high glucose (HG) treatment	HG enhances the expression of GAS5 in HK-2 cells; Silence of GAS5 alleviates the HG-caused HK-2 cell toxicity.	31159592
402	Human	GAS5	lncRNA	cisplatin (DDP)	cervical cancer (CC)	Human cervical adenocarcinoma cell Hela and human cervical squamous cancer cell line Siha	cisplatin treatment	upregulated	30352127
403	Human	GAS5	lncRNA	radiation	cervical cancer (CC)	SiHa cells	radiation treatment	GAS5 was low expressed in the radio-resistant SiHa cells	30579899
404	Human	GAS5	lncRNA	X-rays	cervical cancer (CC)	CC tissues and cell lines (SiHa and ME180)	6 MV X-ray irradiation	downregulated	30579899
405	Human	GAS5	lncRNA	lipopolysaccharide (LPS)	chronic nonbacterial prostatitis (CNP)	Human prostate epithelial cell line RWPE-1	lipopolysaccharide (LPS) treatment	downregulated	30892130
406	Human	GAS5	lncRNA	high glucose (HG)	diabetes mellitus (DM)	human lymphatic endothelial cells (LECs)	high glucose (HG) treatment	"GAS5 was significantly downregulated whereas miR-217 was obviously upregulated in diabetic skin, HG-induced lymphatic endothelial cells (LECs) and diabetic mouse model."	33865922
407	Human	GAS5	lncRNA	glucocorticoid (GC)	diabetes mellitus (DM)	EndoC-¦ÂH1 cells	glucocorticoid (GC) treatment	Glucocorticoid induces human beta cell dysfunction by involving riborepressor GAS5 LincRNA	32029226
408	Human	GAS5	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	AC16 cardiomyocytes	high glucose (HG) treatment	GAS5 expression was upregulated in HG-treated AC16 cardiomyocytes and the rat diabetic myocardial injury model	33682891
409	Human	GAS5	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	AC16 cells	high glucose (HG) treatment	HG increased GAS5 expression in AC16 cells and knockdown of GAS5 protected AC16 cells from HG-induced injury.	31865425
410	Human	GAS5	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	human cardiomyocyte-like AC16 cells	high glucose (HG) treatment	upregulated	31865425
411	Human	GAS5	lncRNA	mevastatin (MEV)	diabetic foot ulcer (DFU)	skin samples were used to generate acute wounds	"treat daily with 50 ¦Ìm ZGA, 10 ¦Ìm MEV, or both ZGA and MEV treatment"	upregulated	29158265
412	Human	GAS5	lncRNA	zaragozic acid (ZGA)	diabetic foot ulcer (DFU)	skin samples were used to generate acute wounds	"treat daily with 50 ¦Ìm ZGA, 10 ¦Ìm MEV, or both ZGA and MEV treatment"	upregulated	29158265
413	Human	GAS5	lncRNA	high fat diet (HFD)	diabetic nephropathy (DN)	kidney tissues	high fat diet (HFD) feed	LncRNA Gas5 (GAS5) expression was increased in kidneys of the DKD mouse model.	31810140
414	Human	GAS5	lncRNA	TGF-¦Â1	diabetic nephropathy (DN)	HK-2 cells	TGF-¦Â1 treatment	LncRNA Gas5(GAS5) expression was increased in TGF-¦Â1-induced HK-2 cells	31810140
415	Human	GAS5	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human renal tubular epithelial HK-2	high glucose (HG) treatment	HG enhances the expression of GAS5 in HK-2 cells; Silence of GAS5 alleviates the HG-caused HK-2 cell toxicity.	31159592
416	Human	GAS5	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	HK-2 cells	high glucose treatment	downregulated	31849505
417	Human	GAS5	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	ARPE-19 cells	high glucose (HG) treatment	downregulated	32467994
418	Human	GAS5	lncRNA	high glucose (HG)	endometrial cancer (EC)	"Human endometrial carcinoma cell lines (HEC1-B, HEC1-A and Ishikawa)"	high glucose (HG) treatment	downregulated	31105847
419	Human	GAS5	lncRNA	thapsigargin (Tg)	endoplasmic reticulum stress (ERS)	"human osteosarcoma cells U2OS, 143B, MG63, Saos-2"	thapsigargin (Tg) treatment	downregulated	30753838
420	Human	GAS5	lncRNA	tunicamycin (TM)	endoplasmic reticulum stress (ERS)	"human osteosarcoma cells U2OS, 143B, MG63, Saos-2"	tunicamycin (TM)? treatment	downregulated	30753838
421	Human	GAS5	lncRNA	oxidized low density lipoprotein (ox-LDL)	endothelial cells injury and autophagy dysfunction	human aortic endothelial cells (HAECs)	oxidized low-density lipoprotein (ox-LDL) treatment	GAS5 expression was upregulated and miR-26a was downregulated in the plasma samples of patients with atherosclerosis and ox-LDL-treated HAECs.	30468731
422	Human	GAS5	lncRNA	oxidized low density lipoprotein (ox-LDL)	endothelial dysfunction	human aortic endothelial cells (HAECs)	oxidized low-density lipoprotein (ox-LDL) treatment	"GAS5 knockdown inhibited cell apoptosis and activated autophagy flux, whereas inhibition of miR-26a reversed the effect of GAS5 in HAECs."	30468731
423	Human	GAS5	lncRNA	radiation	esophageal squamous cell carcinoma (ESCC)	TE-1 cells; esophageal squamous cell carcinoma (ESCC) tissues	radiation treatment	GAS5 expression is far higher in radiation sensitive ESCC tissues/cells than radiation resistant tissues/cells	31866421
424	Human	GAS5	lncRNA	X-rays	esophageal squamous cell carcinoma (ESCC)	ESCC tissues and TE-1 celss	2 Gy X-ray treatment	upregulated	31866421
425	Human	GAS5	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	gastric cancer (GC)	SGC-7901 and SGC-7901/ADM cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	27466992
426	Human	GAS5	lncRNA	combination of rapamycin plus MP	gastric cancer (GC)	peripheral blood mononuclear cells (PBMCs)	combination of rapamycin plus MP treatment	downregulated	27001230
427	Human	GAS5	lncRNA	steroids	glucocorticoids effects	HeLa cells; LoVo cells	steroids treatment	GAS5 was upregulated in GC-resistant cells	28722800
428	Human	GAS5	lncRNA	dexamethasone (DEX)	glucocorticoid (GC)-mediated beta cell dysfunction	Human pancreatic islets and the human beta cell line EndoC-¦ÂH1	dexamethasone (DEX) treatment	Increasing GAS5 levels using GAS5 HREM alleviated the inhibitory effects of dexamethasone on insulin secretion.	32029226
429	Human	GAS5	lncRNA	corylin	hepatocellular carcinoma (HCC)	Huh7 and HepG2 cells	Corylin treatment	upregulated	29382035
430	Human	GAS5	lncRNA	lipopolysaccharide (LPS)	hepatocellular carcinoma (HCC)	HepG2 cells	lipopolysaccharide (LPS) treatment	LPS stimulation promotes GNAS expression in HCC cells through increasing m6A methylation of GNAS mRNA.	32123532
431	Human	GAS5	lncRNA	platelet derived growth factor-BB (PDGF-BB)	hypertension	vascular smooth muscle cells (VSMCs)	PDGF©\bb treatment	"?GAS5 inhibits PDGF-bb-induced VSMC proliferation and migration, partly through acting as a competing endogenous RNA of miR-21"	31069831
432	Human	GAS5	lncRNA	hypoxic/ischemic	hypoxic/ischemic brain damage (HIBD)	neonatal brain tissues;hippocampal neurons tissues	hypoxic/ischemic treatment	GAS5 expression was significantly upregulated in hypoxic/ischemic-injured neonatal brain and hippocampal neurons.	29428721
433	Human	GAS5	lncRNA	X-rays	improved radiosensitivity	NSCLC cell lines (A549 and H1975)	X-ray irradiation treatment	upregulated	28117028
434	Human	GAS5	lncRNA	ionizing radiation (IR)	non-small cell lung cancer (NSCLC)	NCI-H460 cells; A549 cells	ionizing radiation (IR) treatment	IR enhanced the interaction between lncRNA GAS5 and the miR-21/PTEN/Akt axis.	32020207
435	Human	GAS5	lncRNA	propofol (PPF)	oral squamous cell carcinoma (OSCC)	UM-SCC6 and SCC090 cells	Propofol treatment	upregulated	31583913
436	Human	GAS5	lncRNA	cisplatin (DDP)	ovarian cancer (OC)	ES2 cells	cisplatin treatment	downregulated	32901049
437	Human	GAS5	lncRNA	androgen	prostate cancer	"LNCaP, 22RV1, DU145, PC3"	androgen treatment	downregulated	28771526
438	Human	GAS5	lncRNA	¦Á-solanine	prostate cancer	Human normal prostate epithelial cell line RWPE-1 and PCa cell lines DU145 and PC-3	¦Á-Solanine treatment	upregulated	30970507
439	Human	GAS5	lncRNA	sorafenib (SOR)	renal cell carcinoma (RCC)	"Human RCC cell lines, OS-RC-2, Caki-2, Caki-1, A498, 786-O, ACHN, 769-P"	sorafenib treatment	GAS5 was responsible for sorafenib resistance in RCC cells and GAS5 exerted its function through the miR-21/ SOX5 axis	29895198
440	Human	GAS5	lncRNA	TGF-¦Â1	renal fibrosis	HK-2 cells	TGF-¦Â1 treatment	lncRNA GAS5 was upregulated in TGF-¦Â1-treated HK-2 cells	31810140
441	Human	GAS5	lncRNA	hypoxia	renal ischemia/reperfusion (I/R) injury	HK2 cells	hypoxia induce	upregulated	30129267
442	Human	GAS5	lncRNA	tanshinone IIA (Tan IIA)	rheumatoid arthritis (RA)	fibroblast-like synoviocytes (FLS)	tanshinone IIA (Tan IIA) treatment	"Long non-coding RNA (lncRNA) GAS5 expression was significantly decreased in the synovial tissues and RAFLS, while Tan IIA treatment resulted in an upregulated of GAS5"	30232236
443	Human	GAS5	lncRNA	ribavirin	ribavirin-induced cardiac developmental toxicity	human induced pluripotent stem cells (hiPSCs)	ribavirin treatment	Exposuring to ribavirin (5 and 10 ¦ÌM) markedly upregulated the expression of lncRNAs Gas5 in both mid-phase and late phase of differentiation and HBL1 in the mid-phase	32112805
444	Human	GAS5	lncRNA	dexamethasone (DEX)	severe asthma (SA)	Human bronchial epithelial cells (HBECs)	dexamethasone (DEX) treatment	downregulated	32642099
445	Human	GAS5	lncRNA	IL-2 and IL-4	severe asthma (SA)	Human bronchial epithelial cells (HBECs)	IL-2 and IL-4 treatment	upregulated	32642099
446	Human	GAS5	lncRNA	cisplatin (DDP)	triple negative breast cancer (TNBC)	The TNBC cell lines MDA©\MB©\231 and BT549	cisplatin treatment	"the expression of lncRNA GAS5 was significantly downregulated in TNBC cells treated with paclitaxel (PTX) or cisplatin (CIS). More interestingly, the expression level of lncRNA GAS5 in TNBC patients was associated with tumor resistance to PTX and CIS."	31692053
447	Human	GAS5	lncRNA	paclitaxel (PTX)	triple negative breast cancer (TNBC)	The TNBC cell lines MDA©\MB©\231 and BT549	paclitaxel (PTX) treatment	"the expression of lncRNA GAS5 was significantly downregulated in TNBC cells treated with paclitaxel (PTX) or cisplatin (CIS) More interestingly, the expression level of lncRNA GAS5 in TNBC patients was associated with tumor resistance to PTX and CIS"	31692053
448	Human	GAS5	lncRNA	phosphorus (Pi)	vascular calcification (VC)	human aortic vascular smooth muscle cells (HASMCs)	phosphorus treatment	downregulated	32347320
449	Human	GAS5-AS1	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	non-small cell lung cancer (NSCLC)	non-small cell lung cancer (NSCLC) cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	27489122
450	Human	GAS6-AS1	lncRNA	ultraviolet (UV) irradiation	DNA damage	CD4 cells	ultraviolet-C (UVC) treatment	upregulated	32258156
451	Human	GAS6-AS2	lncRNA	heat stress	hepatocellular carcinoma (HCC)	Huh7 cells; MHCC97 cells	heating treatment	GAS6-AS2 was upregulated in Huh7-H and MHCC97-H cells relative to Huh7 and MHCC97 cells.	32799553
452	Human	GATA6-AS	lncRNA	hypoxia	oxidative stress	human umbilical vein endothelial cells (HUVECs)	hypoxia induce	upregulated	29339785
453	Human	GBCDRlnc1	lncRNA	doxorubicin (DOX)	gallbladder cancer (GBC)	The NOZ and GBC-SD human gallbladder cancer cell lines	doxorubicin (Dox) treatment	upregulated	30953511
454	Human	GHET1	lncRNA	hypoxia	triple negative breast cancer (TNBC)	MDA-MB-468 cells; HCC1937 cells	hypoxia treatment	Highly expressed lncRNA GHET1 in TNBC tissues and cells and induction of lncRNA GHET1 by hypoxia were proved.	33869194
455	Human	GIHCG	lncRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	LoVo cells	5-fluorouracil (5-FU) treatment	upregulated	30799935
456	Human	GIHCG	lncRNA	oxaliplatin	colorectal cancer (CRC)	LoVo cells	Oxaliplatin (Oxa) treatment	upregulated	30799935
457	Human	GIRGL	lncRNA	glutamine starvation	glutamine metabolism	(HEK) 293T cells	glutamine starvation treatment	"Here, we characterize a long noncoding RNA, GIRGL (glutamine insufficiency regulator of glutaminase lncRNA), that is induced upon glutamine starvation."	33762340
458	Human	GKN2-1:1	lncRNA	melanin	melanoma	Primary melanocytes	melanin treatment	upregulated	26596215
459	Human	Gm15834	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	human AC-16 cell lines	angiotensin II (Ang II) treatment	upregulated	33130312
460	Human	Gm15834	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	AC16 cells	angiotensin II (Ang II) treatment	upregulated	33130312
461	Human	Gm22	lncRNA	enterovirus 71 (EV71)	hand-foot-mouth disease (HFMD)	human rhabdomyosarcoma (RD) cells	Enterovirus 71 (EV71) treatment	downregulated	30314355
462	Human	Gm26945	lncRNA	enterovirus 71 (EV71)	hand-foot-mouth disease (HFMD)	human rhabdomyosarcoma (RD) cells	Enterovirus 71 (EV71) treatment	upregulated	30314355
463	Human	GNAS-AS1	lncRNA	IL-4	macrophage polarization	peripheral blood mononuclear cells (PBMCs)	IL-4 treatment	upregulated	31267263
464	Human	GNAT1-1	lncRNA	helicobacter pylori (H. pylori)	gastric cancer (GC)	SGC-7901 and MNK45 cells	Helicobacter (H.) pylori infection	downregulated	30132541
465	Human	GOLGA2P10	lncRNA	actinomycin D (actD)	endoplasmic reticulum stress (ERS)	MHCC-97H cells	actinomycin D (actD) treatment	Treatment with actinomycin D abrogated tunicamycin-induced GOLGA2P10 expression.	32332695
466	Human	GPX3-AS	lncRNA	H2O2	age-related cataract (ARC)	SRA01/04 cells	H2O2 treatment	"GPX3-AS downregulated the apoptosis of LECs via promoting GPX3 expression, implying a novel therapeutic target for ARCs."	31814699
467	Human	GS1-600G8.5	lncRNA	ultraviolet (UV) irradiation	ultraviolet radiation (UV) effects	primary human skin fibroblasts; keratinocytes; fresh human explant whole skin	ultraviolet radiation (UVA) treatment	upregulated	29496359
468	Human	H19	lncRNA	curcumin (Cur)	breast cancer	tamoxifen-resistant breast cancer cells MCF-7/TAMR	curcumin treatment	"In addition, following treatment with curcumin for 48 h, H19 expression was decreased in a dose-dependent manner."	33179087
469	Human	H19	lncRNA	hesperetin	breast cancer	MDA-MB-231 and MCF-7 cells	hesperetin treatment	"?Hesperetin restored the expression of miR-486-5p, inhibited H19 lncRNA and ICAM-1 expression and selectively regressed mBC cell aggressiveness."	33882812
470	Human	H19	lncRNA	high glucose (HG)	inflammation	HUVECs	high glucose (HG) treatment	positive modulation of miR29b and inhibition of H19 and VEGFA significantly attenuates high glucose-induced endothelial inflammation and oxidative stress.	31737629
471	Human	H19	lncRNA	dexamethasone (DEX)	pulmonary inflammatory response	IL-1¦Â-treated A549 cells	dexamethasone (Dex) treatment	upregulated	33413425
472	Human	H19	lncRNA	IL-1¦Â	pulmonary inflammatory response	A549 cells	IL-1¦Â treatment	downregulated	33413425
